hotel,country,adults,children,babies,market_segment,distribution_channel,lead_time,is_canceled,reserved_room_type,assigned_room_type,booking_changes,stays_in_weekend_nights,stays_in_week_nights,average_daily_rate,year,month,quarter,day
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,3,0,A,C,0,1,1,71.0,2016,10,4,12
Resort Hotel,PRT,1,0.0,0,Offline TA/TO,TA/TO,0,0,A,A,0,0,1,39.0,2016,10,4,12
Resort Hotel,USA,2,0.0,0,Online TA,TA/TO,12,0,A,A,0,1,1,66.0,2016,10,4,12
Resort Hotel,GBR,3,0.0,0,Offline TA/TO,TA/TO,121,0,A,A,0,2,5,64.1,2016,10,4,12
Resort Hotel,FRA,2,0.0,0,Online TA,TA/TO,14,0,A,A,0,0,1,60.0,2016,10,4,12
Resort Hotel,PRT,1,0.0,0,Online TA,TA/TO,8,0,A,A,0,0,1,46.8,2016,10,4,12
Resort Hotel,GBR,1,0.0,0,Offline TA/TO,TA/TO,198,0,D,D,1,4,7,64.83,2016,10,4,12
Resort Hotel,BEL,1,0.0,0,Online TA,TA/TO,13,0,A,A,0,0,1,51.0,2016,10,4,12
Resort Hotel,BEL,2,0.0,0,Groups,TA/TO,364,0,A,C,3,2,4,66.0,2016,10,4,18
Resort Hotel,CN,2,0.0,0,Online TA,TA/TO,33,0,A,A,0,1,1,58.0,2016,10,4,12
Resort Hotel,FRA,2,0.0,0,Online TA,TA/TO,18,0,A,A,0,0,1,60.0,2016,10,4,12
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,1,0,A,A,0,0,1,103.0,2016,10,4,12
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,9,0,E,E,0,2,1,139.67,2016,10,4,12
Resort Hotel,FRA,2,0.0,0,Online TA,Direct,0,0,A,I,0,0,0,0.0,2016,10,4,12
Resort Hotel,PRT,2,0.0,0,Direct,Direct,0,0,D,D,0,0,1,76.0,2016,10,4,12
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,0,0,A,A,0,1,1,65.0,2016,10,4,12
Resort Hotel,BRA,2,0.0,0,Online TA,TA/TO,36,0,A,A,0,1,1,64.0,2016,10,4,12
Resort Hotel,ESP,1,0.0,0,Online TA,TA/TO,4,0,A,A,0,1,1,62.0,2016,10,4,12
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,11,0,E,F,0,0,1,90.0,2016,10,4,12
Resort Hotel,ITA,2,0.0,0,Online TA,TA/TO,57,0,D,D,0,2,5,95.0,2016,10,4,12
Resort Hotel,NLD,1,0.0,0,Online TA,TA/TO,1,0,A,F,0,0,1,62.0,2016,10,4,12
Resort Hotel,FRA,1,0.0,0,Online TA,TA/TO,5,0,A,A,0,0,1,56.0,2016,10,4,12
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,29,0,A,A,0,0,1,58.0,2016,10,4,12
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,29,0,A,A,0,0,1,58.0,2016,10,4,12
Resort Hotel,IRL,1,0.0,0,Online TA,TA/TO,63,0,A,A,0,2,5,71.71,2016,10,4,12
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,44,0,A,A,0,1,1,58.0,2016,10,4,12
Resort Hotel,USA,1,0.0,0,Online TA,TA/TO,2,0,A,A,0,0,1,46.96,2016,10,4,12
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,1,0,A,A,0,0,1,65.0,2016,10,4,12
Resort Hotel,ESP,2,0.0,0,Direct,TA/TO,1,0,F,F,1,0,2,100.0,2016,10,4,14
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,56,0,D,D,0,1,1,89.0,2016,10,4,12
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,173,0,E,E,0,2,5,84.29,2016,10,4,12
Resort Hotel,GBR,1,0.0,0,Direct,Direct,4,0,A,A,1,2,1,51.0,2016,10,4,12
Resort Hotel,PRT,2,0.0,0,Offline TA/TO,TA/TO,179,0,A,E,1,2,1,78.0,2016,10,4,12
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,6,0,D,D,0,1,1,91.0,2016,10,4,12
Resort Hotel,PRT,2,0.0,0,Direct,Direct,0,0,D,D,1,1,1,75.0,2016,10,4,12
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,18,0,D,D,0,0,1,81.0,2016,10,4,12
Resort Hotel,IRL,2,0.0,0,Online TA,TA/TO,50,0,D,D,0,2,3,92.8,2016,10,4,12
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,4,0,A,A,0,1,1,71.0,2016,10,4,12
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,133,0,A,A,0,2,5,46.0,2016,10,4,12
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,4,0,A,A,0,1,1,65.0,2016,10,4,12
Resort Hotel,IRL,2,0.0,0,Direct,Direct,32,0,F,F,0,4,6,110.72,2016,10,4,12
Resort Hotel,NLD,2,0.0,0,Online TA,TA/TO,0,0,E,E,0,1,1,98.0,2016,10,4,12
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,341,0,A,A,1,3,7,39.4,2016,10,4,13
Resort Hotel,CN,2,0.0,0,Online TA,TA/TO,74,0,F,F,0,2,2,91.93,2016,10,4,13
Resort Hotel,PRT,1,0.0,0,Offline TA/TO,TA/TO,1,0,A,D,0,0,2,67.5,2016,10,4,13
Resort Hotel,PRT,1,0.0,0,Corporate,Corporate,1,0,A,H,0,0,1,45.0,2016,10,4,13
Resort Hotel,PRT,1,0.0,0,Corporate,Corporate,5,0,A,A,0,0,1,45.0,2016,11,4,3
Resort Hotel,PRT,1,0.0,0,Corporate,Corporate,1,0,A,D,0,0,2,30.0,2016,11,4,24
Resort Hotel,CHE,2,0.0,0,Offline TA/TO,TA/TO,252,0,D,F,0,0,1,59.0,2016,10,4,13
Resort Hotel,BEL,2,0.0,0,Direct,Direct,230,0,D,D,0,0,1,68.5,2016,10,4,13
Resort Hotel,BEL,2,0.0,0,Groups,Direct,365,0,A,D,1,1,3,66.0,2016,10,4,17
Resort Hotel,BEL,2,0.0,0,Direct,Direct,235,0,D,D,0,1,1,68.5,2016,10,4,19
Resort Hotel,BEL,2,0.0,0,Direct,Direct,230,0,D,D,0,0,1,68.5,2016,10,4,13
Resort Hotel,BEL,2,0.0,0,Groups,Direct,365,0,A,D,1,1,3,72.0,2016,10,4,17
Resort Hotel,BEL,2,0.0,0,Direct,Direct,235,0,D,D,0,1,1,74.5,2016,10,4,19
Resort Hotel,PRT,1,0.0,0,Direct,Direct,1,0,E,E,1,0,1,55.0,2016,10,4,13
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,3,0,A,D,0,0,1,65.0,2016,10,4,13
Resort Hotel,PRT,2,0.0,0,Direct,Direct,11,0,E,G,0,0,1,85.0,2016,10,4,13
Resort Hotel,ESP,2,0.0,0,Direct,Direct,1,0,E,E,0,0,1,96.0,2016,10,4,13
Resort Hotel,IRL,2,0.0,0,Online TA,TA/TO,178,0,E,E,1,1,2,85.0,2016,10,4,13
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,4,0,E,E,0,0,2,101.0,2016,10,4,13
Resort Hotel,GBR,2,0.0,0,Direct,Direct,0,0,G,G,0,0,1,130.0,2016,10,4,13
Resort Hotel,USA,2,0.0,0,Direct,Direct,0,0,E,F,0,0,2,96.0,2016,10,4,13
Resort Hotel,IRL,2,0.0,0,Direct,Direct,60,0,F,G,0,2,3,100.1,2016,10,4,14
Resort Hotel,PRT,1,0.0,0,Direct,Direct,18,0,A,C,0,0,3,57.6,2016,10,4,14
Resort Hotel,PRT,1,0.0,0,Corporate,Corporate,33,0,A,F,0,0,1,40.0,2016,10,4,14
Resort Hotel,DEU,2,0.0,0,Offline TA/TO,TA/TO,70,0,F,F,0,0,1,88.3,2016,10,4,14
Resort Hotel,CN,2,0.0,0,Direct,Direct,0,0,E,E,0,0,1,96.0,2016,10,4,14
Resort Hotel,CN,2,0.0,0,Direct,Direct,0,0,E,E,0,0,1,90.0,2016,10,4,14
Resort Hotel,DEU,2,0.0,0,Online TA,TA/TO,196,0,E,E,0,4,10,84.76,2016,10,4,14
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,267,0,E,E,0,2,8,83.52,2016,10,4,14
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,267,0,E,E,0,2,8,85.52,2016,10,4,14
Resort Hotel,PRT,2,0.0,0,Corporate,Corporate,0,0,D,D,1,0,1,75.0,2016,10,4,14
Resort Hotel,CHE,2,2.0,0,Online TA,TA/TO,1,0,G,G,0,1,3,135.0,2016,10,4,14
Resort Hotel,GBR,1,0.0,0,Groups,Direct,231,0,A,D,1,2,5,44.36,2016,10,4,15
Resort Hotel,GBR,1,0.0,0,Groups,Direct,231,0,A,D,1,2,5,46.36,2016,10,4,15
Resort Hotel,GBR,2,0.0,0,Groups,Direct,231,0,D,D,0,2,5,71.36,2016,10,4,15
Resort Hotel,GBR,1,0.0,0,Groups,Direct,231,0,A,D,1,2,5,0.0,2016,10,4,15
Resort Hotel,GBR,2,0.0,0,Groups,Direct,231,0,D,F,1,2,5,91.36,2016,10,4,15
Resort Hotel,GBR,2,0.0,0,Groups,Direct,231,0,D,D,0,2,5,69.36,2016,10,4,15
Resort Hotel,RUS,2,0.0,0,Groups,Corporate,214,0,E,E,5,0,4,81.0,2016,10,4,15
Resort Hotel,USA,2,0.0,0,Direct,Direct,0,0,D,D,0,0,0,0.0,2016,10,4,15
Resort Hotel,RUS,1,0.0,0,Groups,Corporate,363,0,D,E,1,0,5,58.0,2016,10,4,16
Resort Hotel,PRT,1,0.0,0,Complementary,Corporate,12,0,A,D,0,0,1,0.0,2016,10,4,16
Resort Hotel,DNK,2,0.0,0,Groups,Corporate,364,0,A,A,3,0,4,66.0,2016,10,4,16
Resort Hotel,GBR,2,0.0,0,Groups,Corporate,364,0,A,A,2,0,4,72.0,2016,10,4,16
Resort Hotel,GBR,1,0.0,0,Groups,Direct,108,0,A,A,3,2,6,2.0,2016,10,4,16
Resort Hotel,GBR,2,0.0,1,Groups,Direct,150,0,A,D,2,2,6,62.75,2016,10,4,16
Resort Hotel,PRT,1,0.0,0,Groups,Corporate,364,0,A,A,1,0,4,61.5,2016,10,4,16
Resort Hotel,GBR,1,0.0,0,Groups,Corporate,364,0,A,A,3,0,4,60.0,2016,10,4,16
Resort Hotel,GBR,3,0.0,0,Groups,Corporate,364,0,A,C,3,0,4,101.0,2016,10,4,16
Resort Hotel,GBR,3,0.0,0,Groups,Corporate,364,0,A,C,3,0,4,103.0,2016,10,4,16
Resort Hotel,GBR,2,0.0,0,Groups,Corporate,364,0,A,D,0,0,4,69.0,2016,10,4,16
Resort Hotel,GBR,2,0.0,0,Direct,Direct,0,0,D,D,0,0,1,85.0,2016,10,4,16
Resort Hotel,PRT,1,0.0,0,Groups,Corporate,23,0,A,A,4,0,0,0.0,2016,10,4,16
Resort Hotel,BEL,2,0.0,0,Groups,Corporate,364,0,A,D,0,0,4,69.0,2016,10,4,16
Resort Hotel,BEL,2,0.0,0,Online TA,Corporate,2,0,A,H,0,1,0,81.0,2016,10,4,17
Resort Hotel,GBR,1,0.0,0,Groups,Corporate,363,0,A,A,1,0,5,60.0,2016,10,4,16
Resort Hotel,FRA,1,0.0,0,Direct,Direct,5,0,A,A,0,1,0,75.0,2016,10,4,17
Resort Hotel,PRT,2,0.0,0,Groups,Corporate,364,0,A,C,1,1,4,66.0,2016,10,4,17
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,270,0,E,E,0,1,2,93.33,2016,10,4,17
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,270,0,E,G,0,1,2,95.33,2016,10,4,17
Resort Hotel,FRA,2,0.0,0,Groups,Corporate,364,0,A,A,3,1,4,66.0,2016,10,4,17
Resort Hotel,GBR,1,0.0,0,Groups,Corporate,364,0,A,A,1,1,4,66.0,2016,10,4,17
Resort Hotel,GBR,1,0.0,0,Groups,Corporate,364,0,A,A,2,1,4,64.8,2016,10,4,17
Resort Hotel,GBR,1,0.0,0,Groups,Corporate,364,0,A,A,2,1,4,66.0,2016,10,4,17
Resort Hotel,GBR,2,0.0,0,Groups,Corporate,13,0,A,A,1,1,4,66.0,2016,10,4,17
Resort Hotel,GBR,1,0.0,0,Groups,Corporate,364,0,A,A,1,1,4,60.0,2016,10,4,17
Resort Hotel,GBR,2,0.0,1,Online TA,TA/TO,239,0,A,C,0,3,6,51.5,2016,10,4,17
Resort Hotel,USA,2,0.0,0,Offline TA/TO,TA/TO,68,0,A,A,0,1,0,54.0,2016,10,4,17
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,12,0,D,I,0,0,0,0.0,2016,10,4,17
Resort Hotel,FRA,2,0.0,0,Direct,Direct,31,0,D,D,0,1,0,96.0,2016,10,4,17
Resort Hotel,NLD,2,0.0,0,Groups,Corporate,365,0,A,C,1,1,3,66.0,2016,10,4,17
Resort Hotel,PRT,2,0.0,0,Direct,Direct,5,0,H,H,1,1,1,135.0,2016,10,4,17
Resort Hotel,GBR,3,0.0,0,Groups,Corporate,363,0,A,D,1,1,5,101.0,2016,10,4,17
Resort Hotel,PRT,2,0.0,0,Direct,Direct,2,0,D,D,0,1,1,67.5,2016,10,4,17
Resort Hotel,GBR,2,0.0,0,Groups,Corporate,364,0,A,A,1,1,4,66.0,2016,10,4,17
Resort Hotel,BEL,2,0.0,0,Groups,Corporate,365,0,A,A,1,1,3,66.0,2016,10,4,17
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,270,0,E,F,0,1,2,93.33,2016,10,4,17
Resort Hotel,NLD,2,0.0,0,Groups,Corporate,365,0,A,E,1,1,3,68.0,2016,10,4,17
Resort Hotel,NLD,2,0.0,0,Online TA,Corporate,189,0,A,A,0,1,0,60.0,2016,10,4,18
Resort Hotel,POL,2,0.0,0,Groups,Corporate,364,0,A,D,1,1,4,66.0,2016,10,4,17
Resort Hotel,NLD,2,0.0,0,Groups,Corporate,365,0,A,A,1,1,3,66.0,2016,10,4,17
Resort Hotel,PRT,1,0.0,0,Online TA,TA/TO,2,0,A,A,0,1,0,72.0,2016,10,4,17
Resort Hotel,GBR,2,0.0,0,Groups,Direct,231,0,D,I,0,3,6,1.56,2016,10,4,17
Resort Hotel,POL,2,0.0,0,Direct,Direct,7,0,D,D,1,0,5,124.33,2016,10,4,23
Resort Hotel,GBR,2,0.0,0,Direct,Direct,235,0,F,F,1,4,6,80.8,2016,10,4,18
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,297,0,D,D,0,4,10,46.75,2016,10,4,18
Resort Hotel,DEU,2,0.0,0,Offline TA/TO,TA/TO,271,0,A,C,0,3,5,72.05,2016,10,4,18
Resort Hotel,CYP,1,0.0,0,Corporate,Corporate,5,0,A,C,1,1,0,54.0,2016,10,4,18
Resort Hotel,PRT,1,0.0,0,Offline TA/TO,TA/TO,2,0,A,A,0,1,0,45.0,2016,10,4,18
Resort Hotel,CHE,2,0.0,0,Offline TA/TO,TA/TO,29,0,A,D,0,2,1,42.0,2016,10,4,18
Resort Hotel,GBR,2,0.0,0,Groups,Corporate,363,0,A,C,1,2,5,66.0,2016,10,4,18
Resort Hotel,GBR,2,0.0,0,Groups,Direct,339,0,D,D,0,2,5,71.36,2016,10,4,18
Resort Hotel,GBR,2,0.0,0,Groups,Direct,339,0,E,E,0,2,5,78.81,2016,10,4,18
Resort Hotel,GBR,1,0.0,0,Groups,Direct,338,0,A,A,2,3,5,0.0,2016,10,4,18
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,4,0,A,A,0,2,0,47.55,2016,10,4,18
Resort Hotel,PRT,2,0.0,0,Direct,Direct,0,0,A,A,1,1,0,76.0,2016,10,4,18
Resort Hotel,GBR,2,0.0,0,Groups,Direct,318,0,E,E,0,2,5,78.81,2016,10,4,18
Resort Hotel,USA,2,0.0,0,Online TA,TA/TO,3,0,D,D,0,2,1,90.0,2016,10,4,18
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,7,0,D,E,0,1,0,96.0,2016,10,4,18
Resort Hotel,BRA,2,0.0,0,Online TA,TA/TO,12,0,A,A,0,1,0,71.0,2016,10,4,18
Resort Hotel,IRL,2,0.0,0,Online TA,TA/TO,0,0,A,A,1,1,0,75.0,2016,10,4,18
Resort Hotel,ESP,2,0.0,0,Offline TA/TO,TA/TO,11,0,A,A,0,0,1,46.0,2016,10,4,19
Resort Hotel,PRT,1,0.0,0,Corporate,Corporate,1,0,A,E,0,0,1,45.0,2016,10,4,19
Resort Hotel,ESP,1,0.0,0,Direct,Direct,4,0,D,D,0,0,1,85.0,2016,10,4,19
Resort Hotel,GBR,2,0.0,0,Groups,Corporate,364,0,A,A,1,2,5,66.0,2016,10,4,19
Resort Hotel,GBR,1,0.0,0,Groups,Corporate,364,0,A,A,2,2,5,60.0,2016,10,4,19
Resort Hotel,PRT,1,0.0,0,Direct,Direct,13,0,A,A,0,1,1,41.4,2016,10,4,19
Resort Hotel,PRT,1,0.0,0,Corporate,Corporate,4,0,A,A,0,0,1,42.0,2016,10,4,19
Resort Hotel,PRT,1,0.0,0,Corporate,Corporate,6,0,A,D,0,0,1,42.0,2016,10,4,21
Resort Hotel,RUS,2,0.0,0,Groups,TA/TO,69,0,A,C,0,0,1,72.0,2016,10,4,19
Resort Hotel,PRT,2,0.0,0,Groups,TA/TO,47,0,A,A,0,0,1,72.0,2016,10,4,19
Resort Hotel,RUS,2,0.0,0,Groups,TA/TO,47,0,A,A,0,0,1,72.0,2016,10,4,19
Resort Hotel,RUS,1,0.0,0,Groups,TA/TO,47,0,A,A,0,0,1,52.0,2016,10,4,19
Resort Hotel,RUS,2,0.0,0,Groups,TA/TO,47,0,A,C,0,0,1,72.0,2016,10,4,19
Resort Hotel,USA,2,0.0,0,Online TA,TA/TO,2,0,A,A,0,1,1,42.65,2016,10,4,19
Resort Hotel,USA,2,0.0,0,Online TA,TA/TO,1,0,A,A,0,0,1,42.65,2016,10,4,20
Resort Hotel,ESP,2,0.0,0,Offline TA/TO,TA/TO,30,0,A,D,0,2,2,42.0,2016,10,4,19
Resort Hotel,RUS,2,0.0,0,Groups,TA/TO,47,0,A,A,2,0,1,52.0,2016,10,4,19
Resort Hotel,PRT,1,0.0,0,Groups,TA/TO,14,0,A,A,0,0,1,0.0,2016,10,4,19
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,22,0,A,A,0,1,1,60.0,2016,10,4,19
Resort Hotel,CHE,2,0.0,0,Online TA,TA/TO,22,0,A,A,0,1,1,66.0,2016,10,4,19
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,1,0,A,A,0,0,1,81.0,2016,10,4,19
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,6,0,G,G,1,0,1,135.0,2016,10,4,19
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,22,0,A,A,0,2,1,45.89,2016,10,4,19
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,22,0,A,A,0,2,1,43.89,2016,10,4,19
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,27,0,A,D,0,2,1,40.0,2016,10,4,19
Resort Hotel,FRA,2,0.0,0,Offline TA/TO,TA/TO,27,0,A,D,1,2,1,63.4,2016,10,4,19
Resort Hotel,PRT,2,1.0,0,Online TA,TA/TO,6,0,A,A,1,0,1,50.05,2016,10,4,19
Resort Hotel,ESP,1,0.0,0,Online TA,TA/TO,1,0,A,A,0,0,0,0.0,2016,10,4,20
Resort Hotel,ITA,2,0.0,0,Groups,Corporate,214,0,E,E,7,2,7,81.0,2016,10,4,20
Resort Hotel,SWE,1,0.0,0,Groups,Corporate,159,0,D,D,0,2,2,58.0,2016,10,4,20
Resort Hotel,AUT,2,0.0,0,Groups,Corporate,214,0,E,F,3,2,7,81.0,2016,10,4,20
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,216,0,D,D,0,2,5,46.75,2016,10,4,20
Resort Hotel,GBR,1,0.0,0,Groups,Corporate,364,0,A,A,2,2,6,60.0,2016,10,4,20
Resort Hotel,ESP,1,0.0,0,Online TA,TA/TO,6,0,A,A,0,0,1,44.8,2016,10,4,20
Resort Hotel,PRT,1,0.0,0,Online TA,TA/TO,2,0,A,A,0,0,1,52.8,2016,10,4,20
Resort Hotel,SWE,1,0.0,0,Groups,Corporate,159,0,D,D,0,2,2,60.0,2016,10,4,20
Resort Hotel,PRT,1,0.0,0,Direct,Direct,5,0,A,A,1,0,1,54.9,2016,10,4,20
Resort Hotel,NOR,1,0.0,0,Online TA,TA/TO,2,0,A,A,0,0,1,66.0,2016,10,4,20
Resort Hotel,ITA,1,0.0,0,Direct,Direct,5,0,A,A,1,0,1,54.9,2016,10,4,20
Resort Hotel,GBR,1,0.0,0,Offline TA/TO,TA/TO,201,0,A,A,1,2,2,34.85,2016,10,4,20
Resort Hotel,GBR,1,0.0,0,Offline TA/TO,TA/TO,72,0,A,A,0,2,2,54.0,2016,10,4,20
Resort Hotel,PRT,1,0.0,0,Corporate,Corporate,5,0,A,A,0,0,2,57.0,2016,10,4,20
Resort Hotel,PRT,1,0.0,0,Corporate,Corporate,5,0,A,A,0,0,2,51.0,2016,10,4,20
Resort Hotel,PRT,1,0.0,0,Direct,Corporate,1,0,A,B,0,0,2,56.0,2016,10,4,20
Resort Hotel,USA,2,0.0,0,Online TA,TA/TO,28,0,A,A,0,0,2,43.89,2016,10,4,20
Resort Hotel,PRT,2,1.0,0,Direct,Direct,0,0,A,A,0,0,1,85.0,2016,10,4,20
Resort Hotel,PRT,2,1.0,0,Direct,Direct,0,0,F,F,0,0,1,107.5,2016,10,4,21
Resort Hotel,PRT,1,0.0,0,Online TA,TA/TO,10,0,A,A,0,0,1,56.0,2016,10,4,20
Resort Hotel,DEU,1,0.0,0,Online TA,TA/TO,25,0,A,A,1,1,2,68.0,2016,10,4,20
Resort Hotel,ITA,1,0.0,0,Groups,Corporate,0,0,A,A,0,1,2,50.0,2016,10,4,20
Resort Hotel,ESP,1,0.0,0,Online TA,TA/TO,1,0,A,A,0,0,1,52.8,2016,10,4,20
Resort Hotel,FRA,2,0.0,0,Offline TA/TO,TA/TO,25,0,A,D,0,2,2,40.0,2016,10,4,20
Resort Hotel,AUT,2,0.0,0,Groups,Corporate,219,0,E,D,0,2,2,81.0,2016,10,4,20
Resort Hotel,AUT,2,0.0,0,Offline TA/TO,TA/TO,138,0,D,D,1,0,1,59.0,2016,10,4,20
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,9,0,D,D,0,2,2,96.0,2016,10,4,20
Resort Hotel,DEU,2,0.0,0,Groups,Corporate,219,0,E,D,0,2,2,81.0,2016,10,4,20
Resort Hotel,DEU,2,0.0,0,Groups,Corporate,219,0,E,G,0,2,2,81.0,2016,10,4,20
Resort Hotel,PRT,1,0.0,0,Corporate,Corporate,12,0,A,A,0,0,1,54.0,2016,10,4,20
Resort Hotel,PRT,1,0.0,0,Corporate,Corporate,2,0,A,D,0,0,1,39.0,2016,12,4,15
Resort Hotel,ITA,2,0.0,0,Groups,Corporate,219,0,E,D,0,2,2,81.0,2016,10,4,20
Resort Hotel,DEU,1,0.0,0,Groups,Corporate,159,0,D,D,0,2,2,58.0,2016,10,4,20
Resort Hotel,BEL,2,0.0,0,Direct,Direct,0,0,A,A,0,0,1,70.0,2016,10,4,20
Resort Hotel,DEU,2,0.0,0,Groups,Corporate,219,0,E,E,1,2,2,40.5,2016,10,4,20
Resort Hotel,ITA,2,0.0,0,Online TA,TA/TO,56,0,D,E,0,1,2,106.0,2016,10,4,20
Resort Hotel,CN,2,0.0,0,Offline TA/TO,TA/TO,68,0,A,A,0,2,2,46.0,2016,10,4,20
Resort Hotel,ITA,1,0.0,0,Online TA,TA/TO,10,0,A,A,0,0,1,56.0,2016,10,4,20
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,216,0,D,D,0,2,5,46.75,2016,10,4,20
Resort Hotel,PRT,2,0.0,0,Offline TA/TO,TA/TO,46,0,A,A,0,2,2,46.0,2016,10,4,20
Resort Hotel,CN,2,0.0,0,Offline TA/TO,TA/TO,188,0,A,A,0,2,2,48.0,2016,10,4,20
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,50,1,A,A,0,0,1,8.0,2016,10,4,20
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,158,0,E,E,0,2,2,67.0,2016,10,4,20
Resort Hotel,CN,2,0.0,0,Offline TA/TO,TA/TO,172,0,A,A,0,2,2,46.0,2016,10,4,20
Resort Hotel,CHL,2,0.0,0,Groups,Corporate,214,0,E,D,0,2,7,81.0,2016,10,4,20
Resort Hotel,NLD,2,0.0,0,Online TA,TA/TO,8,0,A,A,0,0,2,71.0,2016,10,4,20
Resort Hotel,PRT,2,0.0,0,Direct,Direct,0,0,A,G,0,0,1,140.0,2016,10,4,20
Resort Hotel,GBR,1,0.0,0,Offline TA/TO,TA/TO,301,0,A,A,0,4,10,31.45,2016,10,4,20
Resort Hotel,CN,2,0.0,0,Offline TA/TO,TA/TO,173,0,A,A,0,2,2,46.0,2016,10,4,20
Resort Hotel,CN,2,0.0,0,Offline TA/TO,TA/TO,178,0,A,A,0,2,2,46.0,2016,10,4,20
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,301,0,D,D,0,4,10,48.61,2016,10,4,20
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,2,0,A,E,1,0,1,75.0,2016,10,4,20
Resort Hotel,FRA,2,0.0,0,Online TA,TA/TO,80,0,A,C,0,0,2,66.0,2016,10,4,20
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,30,0,D,D,2,2,2,113.75,2016,10,4,20
Resort Hotel,DEU,2,0.0,0,Online TA,TA/TO,2,0,A,A,0,0,1,81.0,2016,10,4,20
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,13,0,D,D,0,2,2,85.0,2016,10,4,20
Resort Hotel,CN,3,0.0,0,Offline TA/TO,TA/TO,186,0,A,A,0,2,2,62.1,2016,10,4,20
Resort Hotel,CN,2,0.0,0,Offline TA/TO,TA/TO,178,0,A,A,0,2,2,48.0,2016,10,4,20
Resort Hotel,GBR,2,0.0,0,Groups,Corporate,7,0,A,C,0,0,1,49.0,2016,10,4,20
Resort Hotel,GBR,2,0.0,0,Groups,Corporate,37,0,A,A,1,0,2,49.0,2016,10,4,23
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,18,0,A,C,1,2,2,46.0,2016,10,4,20
Resort Hotel,PRT,1,0.0,0,Corporate,Corporate,14,0,A,A,2,0,2,51.9,2016,10,4,21
Resort Hotel,GBR,1,0.0,0,Groups,Direct,249,0,A,E,1,2,5,44.36,2016,10,4,21
Resort Hotel,GBR,1,0.0,0,Groups,Direct,259,0,A,D,1,2,5,47.79,2016,10,4,21
Resort Hotel,GBR,1,0.0,0,Groups,Direct,259,0,A,C,1,2,5,46.36,2016,10,4,21
Resort Hotel,IRL,2,0.0,0,Online TA,TA/TO,52,0,A,A,0,2,3,76.6,2016,10,4,21
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,57,0,D,D,0,2,3,68.0,2016,10,4,21
Resort Hotel,PRT,1,0.0,0,Corporate,Corporate,3,0,A,F,0,0,1,50.0,2016,10,4,21
Resort Hotel,ESP,1,0.0,0,Corporate,Corporate,3,0,A,D,0,0,1,50.0,2016,10,4,21
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,176,0,A,A,0,1,3,58.25,2016,10,4,21
Resort Hotel,PRT,3,0.0,0,Direct,Direct,3,0,H,H,0,0,1,130.5,2016,10,4,21
