hotel,country,adults,children,babies,market_segment,distribution_channel,lead_time,is_canceled,reserved_room_type,assigned_room_type,booking_changes,stays_in_weekend_nights,stays_in_week_nights,average_daily_rate,year,month,quarter,day
Resort Hotel,PRT,3,0.0,0,Offline TA/TO,TA/TO,162,1,A,A,0,3,6,204.0,2017,1,1,31
Resort Hotel,PRT,2,0.0,0,Offline TA/TO,TA/TO,192,1,E,E,0,4,6,129.7,2017,4,2,17
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,154,1,E,E,0,4,7,176.18,2017,6,2,4
Resort Hotel,PRT,2,2.0,0,Direct,Direct,8,1,C,C,0,1,0,210.0,2017,7,3,3
Resort Hotel,PRT,3,0.0,0,Online TA,TA/TO,256,1,D,D,0,2,0,172.8,2017,11,4,19
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,154,1,D,D,0,2,0,140.0,2017,6,2,22
Resort Hotel,PRT,1,0.0,0,Online TA,TA/TO,61,1,G,G,0,2,0,270.0,2017,5,2,12
Resort Hotel,BEL,3,1.0,0,Online TA,TA/TO,258,1,H,H,0,2,0,239.0,2017,10,4,30
Resort Hotel,SWE,2,2.0,0,Direct,Direct,33,1,G,G,1,2,1,303.0,2017,7,3,3
Resort Hotel,ESP,2,2.0,0,Online TA,TA/TO,151,1,C,C,0,2,3,160.0,2017,3,1,8
Resort Hotel,PRT,2,2.0,0,Direct,Direct,349,1,C,C,2,2,4,178.75,2017,12,4,28
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,157,1,A,A,0,2,4,126.67,2017,6,2,27
Resort Hotel,IRL,2,0.0,0,Online TA,TA/TO,216,1,D,D,0,2,5,164.29,2017,1,1,4
Resort Hotel,PRT,2,0.0,0,Corporate,Corporate,60,1,D,D,0,2,5,92.0,2017,5,2,12
Resort Hotel,PRT,2,0.0,0,Corporate,Corporate,60,1,D,D,0,2,5,120.0,2017,6,2,9
Resort Hotel,BEL,3,1.0,0,Online TA,TA/TO,315,1,H,H,0,3,5,242.75,2017,8,3,29
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,190,1,A,A,0,4,8,146.98,2017,1,1,11
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,4,1,D,D,0,1,0,125.0,2017,7,3,7
Resort Hotel,PRT,2,0.0,0,Direct,Direct,10,1,A,A,0,1,1,145.0,2017,7,3,7
Resort Hotel,PRT,2,0.0,0,Direct,Direct,10,1,A,C,0,1,1,145.0,2017,7,3,7
Resort Hotel,LVA,2,0.0,0,Online TA,TA/TO,112,1,D,D,0,1,2,212.0,2017,4,2,21
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,117,1,D,D,0,1,2,212.0,2017,3,1,30
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,149,1,A,A,0,1,2,152.0,2017,6,2,29
Resort Hotel,PRT,2,0.0,0,Direct,Direct,9,1,D,D,0,1,2,175.0,2017,7,3,1
Resort Hotel,BRA,2,2.0,0,Online TA,TA/TO,148,1,C,C,0,1,3,160.0,2017,6,2,22
Resort Hotel,CHE,3,1.0,0,Online TA,TA/TO,217,1,H,H,0,1,3,293.0,2017,5,2,6
Resort Hotel,PRT,2,0.0,0,Direct,Direct,125,1,D,D,0,1,3,148.5,2017,3,1,16
Resort Hotel,IRL,2,0.0,0,Online TA,TA/TO,156,1,A,A,0,1,3,120.0,2017,6,2,29
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,76,1,D,D,0,1,4,222.0,2017,6,2,30
Resort Hotel,EST,2,0.0,0,Online TA,TA/TO,289,1,A,A,0,1,4,138.38,2017,5,2,22
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,163,1,A,A,0,1,5,182.0,2017,1,1,30
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,140,1,E,E,0,1,5,183.83,2017,3,1,14
Resort Hotel,CHE,2,0.0,0,Online TA,TA/TO,114,1,E,E,0,2,5,232.0,2017,3,1,20
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,48,1,A,A,0,2,5,169.6,2017,5,2,24
Resort Hotel,IRL,2,0.0,0,Online TA,TA/TO,153,1,A,A,0,2,5,137.14,2017,5,2,22
Resort Hotel,PRT,2,0.0,0,Offline TA/TO,TA/TO,153,1,A,A,0,2,5,130.05,2017,2,1,16
Resort Hotel,PRT,2,1.0,0,Online TA,TA/TO,137,1,E,E,0,3,6,186.84,2017,3,1,1
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,5,1,D,D,0,0,1,125.0,2017,7,3,6
Resort Hotel,PRT,1,0.0,0,Corporate,Corporate,1,1,E,E,0,0,1,119.7,2017,7,3,11
Resort Hotel,PRT,2,2.0,0,Online TA,TA/TO,3,1,C,C,0,0,1,145.0,2017,7,3,8
Resort Hotel,PRT,1,0.0,0,Corporate,Corporate,21,1,A,A,0,0,2,135.0,2017,6,2,20
Resort Hotel,HKG,2,0.0,0,Online TA,TA/TO,95,1,E,E,0,0,3,199.0,2017,4,2,29
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,47,1,A,A,0,0,3,170.0,2017,6,2,20
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,47,1,A,A,0,0,3,170.0,2017,5,2,25
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,47,1,E,E,0,0,3,210.0,2017,5,2,25
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,48,1,A,A,0,0,3,180.67,2017,5,2,25
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,47,1,A,A,0,0,3,202.0,2017,5,2,25
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,73,1,E,E,0,0,4,210.0,2017,5,2,3
Resort Hotel,PRT,2,0.0,0,Offline TA/TO,TA/TO,151,1,A,A,0,0,4,116.5,2017,4,2,7
Resort Hotel,RUS,2,0.0,0,Online TA,TA/TO,24,1,D,D,0,0,4,180.0,2017,6,2,21
Resort Hotel,ESP,2,0.0,0,Direct,Direct,23,1,E,E,1,0,5,275.0,2017,6,2,20
Resort Hotel,ISR,2,0.0,0,Online TA,TA/TO,110,1,G,G,0,0,5,260.0,2017,3,1,28
Resort Hotel,ISR,2,1.0,0,Online TA,TA/TO,110,1,E,E,0,0,5,200.0,2017,3,1,28
Resort Hotel,PRT,2,0.0,0,Corporate,Corporate,62,1,E,E,0,1,5,146.0,2017,5,2,12
Resort Hotel,ITA,2,2.0,0,Online TA,TA/TO,151,1,C,C,0,2,5,230.86,2017,2,1,11
Resort Hotel,PRT,2,0.0,0,Corporate,Corporate,62,1,D,D,0,2,5,163.0,2017,6,2,9
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,234,1,E,E,0,2,6,218.0,2017,1,1,11
Resort Hotel,NOR,2,0.0,0,Online TA,TA/TO,346,1,E,E,0,4,10,165.6,2017,7,3,30
Resort Hotel,CHE,2,2.0,0,Online TA,TA/TO,87,1,G,G,0,0,1,270.0,2017,4,2,24
Resort Hotel,PRT,1,0.0,0,Direct,Direct,5,1,A,C,0,0,1,73.95,2017,7,3,11
Resort Hotel,CN,2,0.0,0,Online TA,TA/TO,32,1,D,D,0,0,2,180.0,2017,6,2,29
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,21,1,A,A,0,0,2,160.0,2017,6,2,21
Resort Hotel,PRT,2,1.0,0,Online TA,TA/TO,82,1,D,D,0,0,3,184.0,2017,4,2,21
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,20,1,E,E,0,0,3,200.0,2017,6,2,29
Resort Hotel,PRT,2,0.0,0,Direct,Direct,16,1,E,E,1,0,3,192.38,2017,7,3,12
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,72,1,E,E,2,0,3,210.0,2017,5,2,3
Resort Hotel,PRT,2,2.0,0,Online TA,TA/TO,33,1,G,G,0,0,3,260.0,2017,6,2,16
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,89,1,D,D,0,0,3,190.0,2017,4,2,19
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,27,1,D,D,0,0,4,219.5,2017,6,2,26
Resort Hotel,ROU,2,0.0,0,Online TA,TA/TO,38,1,E,E,0,0,4,207.5,2017,6,2,7
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,29,1,D,D,0,0,4,168.75,2017,6,2,13
Resort Hotel,ESP,2,2.0,0,Online TA,TA/TO,134,1,C,C,2,0,4,196.25,2017,3,1,8
Resort Hotel,GBR,2,2.0,0,Online TA,TA/TO,20,1,G,G,0,1,4,272.0,2017,6,2,23
Resort Hotel,CN,2,0.0,0,Online TA,TA/TO,77,1,D,D,0,0,4,198.75,2017,4,2,26
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,51,1,A,A,0,1,4,184.0,2017,5,2,23
Resort Hotel,IRL,2,0.0,0,Online TA,TA/TO,128,1,A,A,0,2,5,164.29,2017,3,1,7
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,0,1,A,A,0,0,1,105.0,2017,7,3,13
Resort Hotel,PRT,1,0.0,0,Corporate,Corporate,17,1,A,A,0,0,1,135.0,2017,7,3,13
Resort Hotel,PRT,1,0.0,0,Online TA,TA/TO,31,1,E,E,0,0,2,200.0,2017,6,2,15
Resort Hotel,AUT,2,0.0,0,Online TA,TA/TO,27,1,A,A,0,2,3,178.0,2017,6,2,16
Resort Hotel,PRT,1,0.0,0,Offline TA/TO,TA/TO,184,1,A,A,0,2,3,104.85,2017,7,3,13
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,145,1,E,E,0,2,3,199.0,2017,2,1,26
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,74,1,D,D,1,2,5,230.3,2017,5,2,7
Resort Hotel,RUS,2,0.0,0,Online TA,TA/TO,201,1,A,A,0,2,5,150.0,2017,4,2,6
Resort Hotel,PRT,2,0.0,0,Direct,Direct,154,1,E,E,1,2,7,203.0,2017,7,3,1
Resort Hotel,IRL,2,0.0,0,Online TA,TA/TO,281,1,A,A,0,2,7,138.38,2017,12,4,15
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,161,1,A,A,0,4,10,113.14,2017,2,1,6
Resort Hotel,FRA,2,0.0,0,Online TA,TA/TO,31,1,E,E,0,0,2,215.0,2017,7,3,2
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,36,1,A,A,0,1,2,180.0,2017,7,3,10
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,95,1,E,E,0,1,2,219.0,2017,5,2,22
Resort Hotel,USA,2,2.0,0,Direct,Direct,135,1,C,C,0,1,2,198.33,2017,7,3,14
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,35,1,A,A,0,0,2,175.0,2017,7,3,3
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,35,1,A,A,0,1,2,180.0,2017,6,2,11
Resort Hotel,GBR,2,2.0,0,Online TA,TA/TO,67,1,G,G,0,1,2,293.33,2017,5,2,29
Resort Hotel,CN,2,1.0,0,Online TA,TA/TO,66,1,A,A,2,2,2,253.25,2017,5,2,12
Resort Hotel,FRA,3,1.0,0,Online TA,TA/TO,148,1,H,H,0,2,3,311.0,2017,5,2,27
Resort Hotel,BRA,2,0.0,0,Online TA,TA/TO,169,1,A,A,0,2,5,151.43,2017,2,1,11
Resort Hotel,PRT,3,0.0,0,Online TA,TA/TO,172,1,A,A,0,2,5,163.53,2017,1,1,25
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,21,1,A,A,0,2,5,217.71,2017,6,2,23
Resort Hotel,PRT,2,1.0,0,Online TA,TA/TO,172,1,A,A,0,2,5,163.53,2017,1,1,25
Resort Hotel,PRT,2,0.0,0,Offline TA/TO,TA/TO,123,1,A,A,0,2,5,151.0,2017,3,1,23
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,70,1,E,E,0,2,5,240.0,2017,6,2,23
Resort Hotel,PRT,2,1.0,0,Online TA,TA/TO,242,1,E,E,0,2,6,233.1,2017,4,2,25
Resort Hotel,SEN,2,2.0,0,Online TA,TA/TO,212,1,G,G,0,3,7,289.6,2017,6,2,14
Resort Hotel,PRT,1,0.0,0,Direct,Direct,283,1,A,A,4,4,7,169.0,2017,4,2,27
Resort Hotel,PRT,2,0.0,0,Direct,Direct,0,1,A,A,0,0,1,155.0,2017,7,3,15
Resort Hotel,PRT,3,0.0,0,Online TA,TA/TO,0,1,A,A,1,0,1,147.0,2017,7,3,15
Resort Hotel,AUS,2,0.0,0,Online TA,TA/TO,24,1,A,A,0,1,1,171.0,2017,7,3,11
Resort Hotel,PRT,2,0.0,0,Direct,Direct,59,1,D,D,2,1,1,214.0,2017,7,3,3
Resort Hotel,PRT,3,0.0,0,Online TA,TA/TO,0,1,D,D,0,2,1,205.33,2017,7,3,15
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,0,1,D,D,0,2,1,168.0,2017,7,3,15
Resort Hotel,RUS,2,2.0,0,Online TA,TA/TO,183,1,G,G,0,2,1,240.0,2017,1,1,16
Resort Hotel,PRT,2,0.0,0,Direct,Direct,55,1,F,F,2,2,2,252.0,2017,6,2,21
Resort Hotel,PRT,2,0.0,0,Direct,Direct,55,1,F,F,2,2,2,252.0,2017,6,2,21
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,253,1,E,E,5,2,3,188.0,2017,12,4,28
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,122,1,E,E,0,2,4,232.0,2017,4,2,1
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,126,1,A,A,0,2,5,192.0,2017,4,2,23
Resort Hotel,FRA,2,0.0,0,Online TA,TA/TO,109,1,E,E,0,2,5,229.0,2017,4,2,1
Resort Hotel,IRL,2,0.0,0,Online TA,TA/TO,125,1,A,A,0,2,5,160.0,2017,4,2,3
Resort Hotel,CHE,2,2.0,0,Direct,Direct,158,1,C,C,0,2,5,209.0,2017,7,3,10
Resort Hotel,IRL,2,0.0,0,Online TA,TA/TO,125,1,D,D,0,2,5,180.0,2017,4,2,3
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,126,1,A,A,0,2,5,192.0,2017,3,1,12
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,123,1,D,D,0,2,4,212.0,2017,4,2,8
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,167,1,A,A,0,2,5,152.86,2017,1,1,29
Resort Hotel,PRT,3,0.0,0,Online TA,TA/TO,17,1,F,F,0,3,6,234.67,2017,6,2,28
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,113,1,D,D,0,3,6,184.44,2017,3,1,31
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,354,1,E,E,0,4,6,194.4,2017,10,4,19
Resort Hotel,GBR,2,2.0,0,Online TA,TA/TO,185,1,G,G,0,4,6,242.0,2017,5,2,29
Resort Hotel,ROU,2,0.0,0,Online TA,TA/TO,192,1,E,E,0,4,7,190.18,2017,2,1,21
Resort Hotel,PRT,1,0.0,0,Complementary,TA/TO,51,1,F,F,0,2,0,0.0,2017,7,3,14
Resort Hotel,PRT,2,1.0,0,Online TA,TA/TO,137,1,A,A,0,2,1,172.0,2017,3,1,14
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,25,1,D,D,0,2,1,210.0,2017,7,3,7
Resort Hotel,PRT,2,0.0,0,Offline TA/TO,TA/TO,213,1,A,A,0,2,2,104.85,2017,5,2,2
Resort Hotel,CN,2,0.0,0,Online TA,TA/TO,145,1,E,E,4,2,2,213.0,2017,3,1,4
Resort Hotel,PRT,2,2.0,0,Online TA,TA/TO,157,1,C,C,1,2,3,169.2,2017,2,1,13
Resort Hotel,PRT,2,2.0,0,Offline TA/TO,TA/TO,156,1,C,C,0,2,3,188.65,2017,7,3,16
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,333,1,D,D,0,2,4,152.1,2017,5,2,16
Resort Hotel,FRA,2,0.0,0,Online TA,TA/TO,128,1,A,A,0,2,4,192.0,2017,3,1,10
Resort Hotel,CHE,2,0.0,0,Direct,Direct,175,1,F,F,0,2,5,181.54,2017,5,2,15
Resort Hotel,BEL,2,1.0,0,Direct,Direct,180,1,C,C,1,2,5,212.54,2017,3,1,20
Resort Hotel,CHE,2,0.0,0,Online TA,TA/TO,188,1,D,D,0,2,5,171.71,2017,1,1,9
Resort Hotel,CHE,2,0.0,0,Online TA,TA/TO,181,1,D,D,0,2,5,171.71,2017,5,2,10
Resort Hotel,CHE,2,0.0,0,Direct,Direct,188,1,D,D,0,2,5,154.54,2017,1,1,17
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,170,1,A,A,1,2,5,154.29,2017,5,2,25
Resort Hotel,CHE,2,0.0,0,Online TA,TA/TO,188,1,E,E,0,2,5,203.71,2017,1,1,9
Resort Hotel,PRT,2,1.0,0,Online TA,TA/TO,340,1,D,D,0,4,6,156.0,2017,8,3,26
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,158,1,A,A,0,4,6,115.2,2017,2,1,9
Resort Hotel,PRT,2,1.0,0,Online TA,TA/TO,184,1,F,F,0,4,9,216.93,2017,4,2,5
Resort Hotel,ESP,2,2.0,0,Online TA,TA/TO,25,1,G,G,0,1,1,338.0,2017,7,3,4
Resort Hotel,MAR,2,0.0,0,Online TA,TA/TO,21,1,E,E,0,1,3,230.0,2017,6,2,29
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,103,1,E,E,0,1,3,229.0,2017,4,2,11
Resort Hotel,FRA,2,2.0,0,Online TA,TA/TO,190,1,G,G,0,1,2,302.0,2017,6,2,10
Resort Hotel,PRT,1,0.0,0,Direct,Direct,27,1,D,D,0,1,3,174.25,2017,6,2,22
Resort Hotel,PRT,2,1.0,0,Online TA,TA/TO,103,1,E,E,0,1,3,243.16,2017,4,2,11
Resort Hotel,PRT,2,2.0,0,Online TA,TA/TO,118,1,C,C,0,1,4,200.0,2017,3,1,24
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,209,1,A,A,3,1,4,151.5,2017,1,1,4
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,64,1,F,F,0,1,4,201.4,2017,6,2,18
Resort Hotel,NOR,2,0.0,0,Online TA,TA/TO,252,1,E,E,0,1,5,192.0,2017,11,4,8
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,182,1,A,A,0,1,5,181.88,2017,3,1,5
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,323,1,A,A,0,1,5,167.18,2017,3,1,17
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,2,1,A,A,1,1,5,209.5,2017,7,3,15
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,140,1,A,A,0,2,5,207.0,2017,3,1,22
Resort Hotel,PRT,2,2.0,0,Online TA,TA/TO,42,1,G,G,0,2,5,342.29,2017,6,2,21
Resort Hotel,CHE,3,0.0,0,Direct,Direct,190,1,D,D,3,2,5,274.45,2017,7,3,3
Resort Hotel,GBR,2,2.0,0,Online TA,TA/TO,322,1,G,G,0,2,5,244.0,2017,9,3,2
Resort Hotel,PRT,3,0.0,0,Online TA,TA/TO,133,1,A,A,0,2,5,165.6,2017,3,1,7
Resort Hotel,PRT,2,1.0,0,Offline TA/TO,TA/TO,133,1,A,A,0,2,5,216.25,2017,3,1,7
Resort Hotel,PRT,2,1.0,0,Direct,Direct,221,1,C,C,0,2,5,234.56,2017,3,1,20
Resort Hotel,PRT,2,0.0,0,Offline TA/TO,TA/TO,390,1,A,A,0,2,5,104.85,2017,3,1,1
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,141,1,A,A,0,2,5,207.0,2017,2,1,26
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,332,1,D,D,2,3,5,219.5,2017,3,1,16
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,211,1,A,A,0,3,6,152.5,2017,2,1,25
Resort Hotel,CHE,2,2.0,0,Online TA,TA/TO,195,1,G,G,0,3,6,290.67,2017,1,1,9
Resort Hotel,BRA,2,0.0,0,Online TA,TA/TO,159,1,A,A,0,3,6,192.0,2017,2,1,8
Resort Hotel,GBR,1,0.0,0,Online TA,TA/TO,211,1,A,A,0,3,6,152.5,2017,2,1,25
Resort Hotel,CHE,2,2.0,0,Online TA,TA/TO,194,1,G,G,0,3,6,290.67,2017,7,3,6
Resort Hotel,RUS,2,0.0,0,Direct,Direct,55,1,F,F,0,3,8,260.0,2017,5,2,29
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,268,1,D,D,0,4,10,183.59,2017,7,3,14
Resort Hotel,CHE,2,0.0,0,Online TA,TA/TO,240,1,A,A,0,5,11,183.05,2017,11,4,23
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,236,1,D,D,0,5,11,182.92,2017,5,2,6
Resort Hotel,FRA,2,0.0,0,Online TA,TA/TO,253,1,D,D,0,3,10,186.74,2017,11,4,11
Resort Hotel,PRT,2,0.0,0,Direct,Direct,0,1,D,D,0,0,1,174.0,2017,7,3,18
Resort Hotel,PRT,2,0.0,0,Direct,Direct,7,1,G,G,0,0,1,255.0,2017,7,3,12
Resort Hotel,CN,2,0.0,0,Online TA,TA/TO,163,1,D,D,0,0,1,226.0,2017,3,1,12
Resort Hotel,PRT,1,0.0,0,Direct,Direct,1,1,D,D,0,0,1,174.0,2017,7,3,17
Resort Hotel,CN,2,0.0,0,Online TA,TA/TO,163,1,A,A,0,0,1,192.0,2017,3,1,12
Resort Hotel,CHE,2,0.0,0,Online TA,TA/TO,227,1,A,A,0,0,3,151.25,2017,5,2,28
Resort Hotel,PRT,2,0.0,0,Offline TA/TO,TA/TO,78,1,A,A,0,0,5,116.5,2017,6,2,5
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,165,1,A,A,0,0,5,192.0,2017,2,1,8
Resort Hotel,PRT,2,0.0,0,Offline TA/TO,TA/TO,39,1,A,A,0,0,5,116.5,2017,6,2,9
Resort Hotel,PRT,2,0.0,0,Direct,Direct,158,1,A,A,0,1,5,156.0,2017,2,1,17
Resort Hotel,PRT,2,1.0,0,Online TA,TA/TO,43,1,A,A,0,1,5,255.0,2017,7,3,4
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,67,1,D,D,0,1,5,225.0,2017,5,2,13
Resort Hotel,LUX,2,0.0,0,Online TA,TA/TO,128,1,D,D,0,2,5,188.57,2017,7,3,4
Resort Hotel,DEU,1,0.0,0,Online TA,TA/TO,299,1,E,E,0,2,10,201.6,2017,9,3,26
Resort Hotel,DEU,2,0.0,0,Online TA,TA/TO,299,1,E,E,0,2,10,201.6,2017,9,3,26
Resort Hotel,PRT,2,1.0,0,Online TA,TA/TO,108,1,D,D,0,0,1,199.2,2017,4,2,8
Resort Hotel,PRT,2,1.0,0,Online TA,TA/TO,108,1,D,D,0,0,1,183.2,2017,4,2,2
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,211,1,A,A,6,0,3,152.5,2017,1,1,4
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,197,1,A,A,2,0,3,152.5,2017,1,1,3
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,143,1,A,A,0,0,4,175.0,2017,3,1,6
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,327,1,A,A,0,1,4,138.38,2017,8,3,28
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,247,1,A,A,0,1,4,137.7,2017,6,2,30
Resort Hotel,PRT,2,0.0,0,Direct,Direct,72,1,F,F,0,2,5,306.0,2017,5,2,8
Resort Hotel,RUS,2,0.0,0,Online TA,TA/TO,187,1,A,A,0,2,6,183.28,2017,1,1,21
Resort Hotel,RUS,2,0.0,0,Online TA,TA/TO,187,1,A,A,2,2,7,183.33,2017,1,1,13
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,20,1,A,A,0,2,9,232.91,2017,7,3,6
Resort Hotel,PRT,3,1.0,0,Online TA,TA/TO,176,1,H,H,0,0,2,303.0,2017,1,1,25
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,2,1,D,F,0,0,2,139.2,2017,7,3,19
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,144,1,A,A,0,0,3,175.0,2017,3,1,6
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,171,1,A,A,0,1,3,156.0,2017,1,1,30
Resort Hotel,POL,2,0.0,0,Online TA,TA/TO,21,1,D,D,0,1,3,249.5,2017,7,3,6
Resort Hotel,CHE,2,2.0,0,Online TA,TA/TO,123,1,C,C,0,0,3,210.0,2017,3,1,20
Resort Hotel,PRT,3,0.0,0,Direct,Direct,5,1,A,A,0,0,3,250.0,2017,7,3,15
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,160,1,A,A,0,1,3,115.2,2017,7,3,10
Resort Hotel,PRT,2,0.0,0,Corporate,Corporate,64,1,D,D,0,1,3,135.0,2017,6,2,9
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,168,1,A,A,1,2,3,142.2,2017,2,1,10
Resort Hotel,PRT,3,0.0,0,Online TA,TA/TO,41,1,D,D,1,2,3,209.58,2017,7,3,7
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,193,1,A,A,0,2,3,153.75,2017,1,1,8
Resort Hotel,FRA,1,2.0,0,Direct,Direct,172,1,C,C,0,2,5,180.0,2017,2,1,27
Resort Hotel,DEU,2,0.0,0,Online TA,TA/TO,328,1,E,E,0,2,6,201.6,2017,9,3,12
Resort Hotel,PRT,2,1.0,0,Offline TA/TO,TA/TO,202,1,D,D,0,4,10,158.63,2017,1,1,4
Resort Hotel,PRT,2,0.0,0,Direct,Direct,2,1,D,D,0,0,1,147.9,2017,7,3,20
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,19,1,D,D,0,0,2,217.5,2017,7,3,5
Resort Hotel,SYC,2,0.0,0,Online TA,TA/TO,147,1,A,A,0,1,2,175.0,2017,4,2,5
Resort Hotel,PRT,2,0.0,1,Direct,Direct,347,1,G,G,1,2,4,237.34,2017,5,2,16
Resort Hotel,PRT,3,0.0,0,Offline TA/TO,TA/TO,178,1,A,A,0,2,5,179.34,2017,5,2,25
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,101,1,E,E,0,2,5,245.0,2017,5,2,13
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,73,1,A,A,0,2,5,237.0,2017,7,3,21
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,268,1,A,A,0,2,5,165.38,2017,10,4,26
Resort Hotel,CHE,2,2.0,0,Online TA,TA/TO,116,1,G,G,1,2,6,289.0,2017,5,2,23
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,109,1,E,E,1,3,7,229.0,2017,4,2,7
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,108,1,E,E,0,3,7,229.0,2017,4,2,7
Resort Hotel,MDV,2,1.0,0,Direct,Direct,91,1,F,F,0,3,7,278.0,2017,5,2,22
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,200,1,A,A,0,4,11,172.2,2017,1,1,11
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,192,1,A,A,0,2,1,153.75,2017,3,1,16
Resort Hotel,CHE,2,0.0,0,Online TA,TA/TO,372,1,A,A,0,2,2,180.0,2017,8,3,22
Resort Hotel,PRT,3,0.0,0,Direct,Direct,127,1,A,A,1,2,3,289.5,2017,3,1,21
Resort Hotel,PRT,3,0.0,0,Direct,Direct,82,1,D,D,0,2,4,317.0,2017,6,2,12
Resort Hotel,PRT,2,2.0,0,Online TA,TA/TO,28,1,G,G,0,2,4,353.0,2017,7,3,10
